description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,61,1/1/1900 12:01:52 AM,,,Alex,Alexander,Zettle,ST,LAC,,,,   ,Austin,,8/5/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,62,1/1/1900 12:01:52 AM,15663486,,,Michael,Klueh,MI,TXLA,,2004 Spring Nationals,,,Orlando,,2/10/2004,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,63,1/1/1900 12:01:52 AM,33077975,,Woody,Miles,Joye,CA,MYB,,2008 Summer Junior Nats ,,,Minneapolis,,8/4/2008,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,64,1/1/1900 12:01:52 AM,,,Sean,Sean,Grieshop,PC,NTRO,,,,,Maui,,8/27/2014,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,64,1/1/1900 12:01:52 AM,,,Max,Maxwell,Miranda,IN,ABF,,,,   ,Piscataway,,1/8/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,66,1/1/1900 12:01:52 AM,33076354,,Matt,Matthew,Barber,AZ,BTA,,2008 Summer Junior Nats ,,,Minneapolis,,8/4/2008,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,66,1/1/1900 12:01:52 AM,110510336,,Aitor,Aitor,Fungairino,ST,MACM,,2016 Futures - Atlanta,,   ,Atlanta,,8/5/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,68,1/1/1900 12:01:52 AM,,,Nate,Nathaniel,Dusing,ST,TXLA,,,,,,,1/1/1995,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,69,1/1/1900 12:01:52 AM,41040838,,,Stephen,Schmuhl,CO,BLDR,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,70,1/1/1900 12:01:52 AM,5844249,,Bobby,Robert,Savulich,MI,MEY,,2004 MR AGUA Ice Cream Time Trials,,,New York City,,6/26/2004,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,71,1/1/1900 12:01:52 AM,77951681,,,Tommy,Thach,NT,KING,,2013 Summer Junior Nats ,,,Irvine,,8/5/2013,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,72,1/1/1900 12:01:52 AM,121650212,,Will,William,Barao,IN,ABF,,2017 U.S. Open,,,E. Meadow,,8/5/2017,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,73,1/1/1900 12:01:52 AM,,,,Daniel,Kanner,PC,UN,,,,,,,1/1/1990,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,74,1/1/1900 12:01:52 AM,119710347,,Jarod,Jarod,Arroyo,AZ,FORK,,2017 AZ PSC Summer Invitation,,   ,Paradise Valley,,6/9/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,74,1/1/1900 12:01:52 AM,132839872,,Tim,Timothy,Connery,NC,MAC,,2018 Summer Junior Nats,,   ,Irvine,USA,8/2/2018,,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,76,1/1/1900 12:01:52 AM,49368991,,Adam,Adam,Hinshaw,PC,PASA,,2010 Jr Pan Pacific Champs,,,Kihei ,,8/26/2010,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,76,1/1/1900 12:01:52 AM,121048692,,,Hunter,Tapp,NC,LAK,,2017 Sectionals - Athens,,   ,Athens,,7/14/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,78,1/1/1900 12:01:52 AM,121766220,,Peter,Peter,Larson,ST,EDI,,2017 NCSA Summer Champs,,   ,Indianapolis,,8/3/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,78,1/1/1900 12:01:52 AM,142200433,,Sam,Samuel,Hoover,NC,NCAC,,2019 SE Richard Quick Invitati,,   ,Auburn,,6/21/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,80,1/1/1900 12:01:52 AM,99398949,,Liam,Liam,O'Haimhirgin,SN,SMST,,2015 OR USAS Futures ,,   ,Gresham,,7/31/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,81,1/1/1900 12:01:52 AM,132895171,,Zac,Zachary,Van Zandt,CA,CCAT,,2018 Futures - Santa Clara,,   ,Santa Clara,,8/3/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,82,1/1/1900 12:01:52 AM,58263738,,Clark,Clark,Smith,ST,DSA,,2011 Summer Junior Nats,,   ,Palo Alto,,8/8/2011,Prelim,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,82,1/1/1900 12:01:52 AM,74860791,,Ryan,Ryan,Kao,US,UN,,2013 CA Armada April Senior Me,,,La Mirada ,,4/19/2013,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,84,1/1/1900 12:01:52 AM,,,,John,Steel,CA,USC,,,,,,,1/1/1989,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,84,1/1/1900 12:01:52 AM,67813369,,,Blake,Pieroni,CA,DUNE,,2012 Summer Junior Nats,,,Indianapolis,,8/13/2012,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,84,1/1/1900 12:01:52 AM,88387923,,,Knox,Auerbach,SE,DYNA,,2014 Summer Junior Nats,,,Irvine,,7/30/2014,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,87,1/1/1900 12:01:52 AM,,,Clayton,Clayton,Jones,PC,SCSC,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,87,1/1/1900 12:01:52 AM,,,Jamie,James,Rauch,IL,UN,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,87,1/1/1900 12:01:52 AM,,,Bryce,Bryce,Mefford,PC,SMST,,,,   ,San Antonia,,8/6/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,90,1/1/1900 12:01:52 AM,,,Brett,Brett,Cline,VA,UN,,,,,,,1/1/1996,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,90,1/1/1900 12:01:52 AM,129053701,,Lee,James,Freeman,IN,UN,,SA National JNR Age Group Cham,,   ,Durban,,3/22/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,92,1/1/1900 12:01:52 AM,108056304,,Matt,Matthew,Willenbring,ST,ASC,,2016 ST TXLA Longhorn Aquatics Elite Invite,,   ,Austin,,6/4/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,93,1/1/1900 12:01:52 AM,139584638,,Connor,Connor,Daniels,SN,DART,,2019 Sectionals - College Station,,   ,TAMU Student Rec Center College Station,,3/2/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,94,1/1/1900 12:01:52 AM,996476,,Robert,Robert,Margalis,CA,CAT,,U.s. Open,,,,,12/4/1997,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,94,1/1/1900 12:01:52 AM,108406883,,Alex,Alex,Liang,PC,PASA,,2016 SN Summer Sanders,,   ,Roseville,,6/10/2016,Final,N,N,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,94,1/1/1900 12:01:52 AM,121775300,,Zach,Zachary,Hils,GA,LEXD,,2017 Summer Junior Nats,,,East Meadow,,8/11/2017,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,97,1/1/1900 12:01:52 AM,40942343,,David,David,Nolan,PC,HAC,,2009 U. S. Open,,,Federal Way,,8/4/2009,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,98,1/1/1900 12:01:52 AM,38163752,,Mitchell,Mitchell,Stoehr,PC,LFSC,,2009 FL NCSA Junior Nats,,,Orlando,,3/17/2009,Final,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,99,1/1/1900 12:01:52 AM,96324885,,Joshua,Joshua,McDonald,OH,CM,,Irish Open Swimming Championships,,,Dublin,,4/30/2015,Prelim,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,100,1/1/1900 12:01:52 AM,,,John,John,Mykkanen,CA,NOVA,,,,,,,1/1/1983,,N,,N
All Time Top 100 Age Group Times,1,15-16,215,M,200,FR,LCM,100,1/1/1900 12:01:52 AM,17018454,,Dave,David,Walters,ST,TPHN,,2004 Summer Nationals,,,Palo Alto,,8/3/2004,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,1,1/1/1900 12:01:45 AM,16233443,,Michael,Michael,Phelps,US,NBAC,,2003 Summer Nationals,,,College Park,,8/5/2003,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,2,1/1/1900 12:01:46 AM,,,Jack,Jack,Levant,PC,NTN,,,,   ,Irvine,USA,7/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,3,1/1/1900 12:01:46 AM,143732190,,Luca,Gianluca,Urlando,SN,DART,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,4,1/1/1900 12:01:47 AM,99509932,,Maxime,Maxime,Rooney,ST,PLS,,2015 Summer Nationals,,,San Antonia,,8/7/2015,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,5,1/1/1900 12:01:47 AM,121835646,,Patrick,Kevin,Callan,MI,TAC,,2017 World JR Champs ,,,"Indianapolis,IN",,8/26/2017,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,6,1/1/1900 12:01:47 AM,,,,Carson,Foster,OH,UN,,,,   ,Budapest,HUN,8/21/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,7,1/1/1900 12:01:47 AM,99509439,,Townley,Francis,Haas,VA,NOVA,,2015 Summer Nationals,,,San Antonia,,8/7/2015,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,8,1/1/1900 12:01:47 AM,,,Drew,Drew,Kibler,ST,CSC,,,,   ,Suva,FIJ,8/23/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,9,1/1/1900 12:01:47 AM,,,Trey,Robert,Freeman,FL,BAY,,,,   ,Irvine,USA,7/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,10,1/1/1900 12:01:47 AM,,,,Kieran,Smith,FL,RAC,,,,   ,Irvine,USA,7/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,11,1/1/1900 12:01:48 AM,150787765,,Grant,Grant,Shoults,PC,MVN,,2015 World JR Champs,,   ,Singapore,SIN,8/25/2015,,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,12,1/1/1900 12:01:48 AM,149807853,,Jake,Jacob,Magahey,GA,SA,,2019 World JR Champs,,   ,Budapest,HUN,8/20/2019,,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,13,1/1/1900 12:01:48 AM,32976205,,Bobby,Robert,Bollier,MV,KCB,,2008 U. S. Open,,,Minneapolis,,7/29/2008,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,14,1/1/1900 12:01:48 AM,989983,,Klete,Klete,Keller,CA,PSC,,2000 US Olympic Trials,,,Indianapolis,,8/9/2000,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,15,1/1/1900 12:01:48 AM,,,Joe,Joseph,Hudepohl,CA,UN,,,,,,,1/1/1992,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,16,1/1/1900 12:01:48 AM,49369229,,,Clay,Youngquist,MI,LAC,,2010 Jr Pan Pacific Champs,,,Kihei ,,8/26/2010,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,17,1/1/1900 12:01:48 AM,18949109,,Dave,David,Walters,ST,TPHN,,2006 Summer Nationals,,,Irvine,,8/1/2006,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,17,1/1/1900 12:01:48 AM,88629672,,,Blake,Pieroni,CA,IST,,2014 Jr Pan Pacific Championships,,,Kihei,,8/27/2014,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,19,1/1/1900 12:01:48 AM,143732135,,Jake,Jacob,Mitchell,IN,CSC,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,20,1/1/1900 12:01:49 AM,120256712,,Cody,Cody,Bybee,AZ,DR,,2017 Summer Nationals,,,Indianapolis,,6/28/2017,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,21,1/1/1900 12:01:49 AM,143732148,,,Colton,Paulson,KY,UOFL,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,22,1/1/1900 12:01:49 AM,121775901,,Alex,Alexander,Zettle,ST,LAC,,2017 Summer Junior Nats,,,East Meadow,,8/11/2017,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,23,1/1/1900 12:01:49 AM,,,Craig,Craig,Oppel,IA,UN,,,,,,,1/1/1986,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,24,1/1/1900 12:01:49 AM,49368917,,,Nicholas,Caldwell,WI,SYS,,2010 Jr Pan Pacific Champs,,,Kihei ,,8/26/2010,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,25,1/1/1900 12:01:49 AM,67833693,,Pete,Peter,Brumm,MI,MAC,,2012 Jr Pan Pacific,,,Honolulu,,8/23/2012,,Y,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,26,1/1/1900 12:01:49 AM,78073360,,,Caeleb,Dressel,FL,BSS,,2013 World JR Champs,,,Dubai,,8/26/2013,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,26,1/1/1900 12:01:49 AM,132842114,,,Julian,Hill,AZ,GSC,,2018 Summer Junior Nats,,   ,Irvine,USA,8/3/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,28,1/1/1900 12:01:49 AM,78062130,,Dylan,Dylan,Carter,NC,DANA,,2013 World JR Champs,,,Dubai ,,8/26/2013,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,29,1/1/1900 12:01:49 AM,,,Wyatt,Wyatt,Davis,IN,CSC,,,,   ,Indianapolis,,3/29/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,30,1/1/1900 12:01:49 AM,99509503,,,Grant,House,AZ,CY,,2015 Summer Nationals,,,San Antonia,,8/7/2015,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,31,1/1/1900 12:01:49 AM,77951555,,Gunnar,Joseph,Bentz,GA,DYNA,,2013 Summer Junior Nats ,,,Irvine,,8/5/2013,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,32,1/1/1900 12:01:49 AM,143723518,,Destin,Destin,Lasco,MA,PDR,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Prelim,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,33,1/1/1900 12:01:49 AM,109040028,,True,Nicholas,Sweetser,FL,GSC,,2016 Olympic Trials ,,,Omaha,,6/27/2016,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,33,1/1/1900 12:01:49 AM,143732050,,Coby,Coby,Carrozza,ST,TXLA,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,35,1/1/1900 12:01:49 AM,,,Nim,Nimrod,Shapira Bar-Or,MI,BSS,,,,,Columbus,,4/4/2008,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,36,1/1/1900 12:01:49 AM,,,Eric,Eric,Diehl,PC,STAN,,,,,,,1/1/1991,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,37,1/1/1900 12:01:49 AM,143862543,,Jack,John,Walker,NC,MAC,,2019 Summer Junior Nats,,   ,Stanford,USA,8/9/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,38,1/1/1900 12:01:49 AM,85661813,,Thomas,Thomas,Smith,CA,UN,,2014 CA OB CIF-SS Sunset League Champs,,,Newport Beach,,5/6/2014,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,39,1/1/1900 12:01:49 AM,109039057,,,Colin,Bone,SE,CRAW,,2016 Olympic Trials ,,,Omaha,,6/27/2016,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,40,1/1/1900 12:01:49 AM,143732072,,,Jack,Dolan,AZ,RSCA,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,41,1/1/1900 12:01:49 AM,,,Troy,Troy,Dalbey,AZ,UN,,,,,,,1/1/1987,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,42,1/1/1900 12:01:49 AM,41041627,,,Kyle,Whitaker,MI,DUNE,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,43,1/1/1900 12:01:49 AM,88512406,,,Liam,Egan,MR,CRIM,,2014 Summer Nationals,,,Irvine,,8/6/2014,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,44,1/1/1900 12:01:49 AM,99355090,,‘aukai,Aukai,Lileikis,HI,AUL,,2015 Summer Junior Nats,,   ,San Antonio,,8/2/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,45,1/1/1900 12:01:49 AM,,,Clayton,Timothy,Bobo,GU,UN,,,,   ,Irvine,USA,7/26/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,46,1/1/1900 12:01:50 AM,99355075,,Parks,Parks,Jones,IN,UN,,2015 Summer Junior Nats,,   ,San Antonio,,8/2/2015,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,47,1/1/1900 12:01:50 AM,41039041,,Jameson,Steven,Hill,VA,QDD,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,47,1/1/1900 12:01:50 AM,143732134,,,Lukas,Miller,CO,EA,,2019 Summer Nationals,,   ,Stanford,USA,8/1/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,49,1/1/1900 12:01:50 AM,956039,,,Clay,Kirkland,MR,BSS,,2001 WUGS,,,Beijing,,8/23/2001,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,50,1/1/1900 12:01:50 AM,99509791,,Jeff,Jeffrey,Newkirk,ST,QSTS,,2015 Summer Nationals,,,San Antonia,,8/7/2015,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,51,1/1/1900 12:01:50 AM,,,Aldan,Aldan,Johnston,AZ,LAK,,,,   ,Irvine,USA,7/26/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,52,1/1/1900 12:01:50 AM,67829556,,Chase,Chase,Kalisz,GA,NBAC,,2012 Jr Pan Pacific,,,Honolulu,,8/23/2012,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,53,1/1/1900 12:01:50 AM,29424373,,Dan,Daniel,Madwed,MI,NBAC,,2008 Pro Swim - Missouri ,,,Columbia ,,2/15/2008,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,54,1/1/1900 12:01:50 AM,,,John,John,Witchel,US,UN,,,,,,,1/1/1986,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,54,1/1/1900 12:01:50 AM,77951615,,Alex,Alexander,Katz,FL,SYS,,2013 Summer Junior Nats ,,,Irvine,,8/5/2013,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,56,1/1/1900 12:01:50 AM,88388037,,Michael,Michael,Domagala,CA,AGUA,,2014 Summer Junior Nats,,,Irvine,,7/30/2014,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,57,1/1/1900 12:01:50 AM,49217992,,Kip,Kevin,Darmody,ST,MAC,,2010 Summer Nationals,,,Irvine,,8/6/2010,,Y,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,57,1/1/1900 12:01:50 AM,,,,Jack,Dahlgren,MV,AQJT,,,,   ,Irvine,USA,7/26/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,59,1/1/1900 12:01:50 AM,88512770,,Andrew,Andrew,Seliskar,PC,NCAP,,2014 Summer Nationals,,,Irvine,,8/6/2014,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,60,1/1/1900 12:01:50 AM,16581767,,Bobby,Robert,Savulich,MI,SCAR,,2005 Summer Nationals,,,Irvine,,8/3/2005,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,61,1/1/1900 12:01:50 AM,,,Dan,Daniel,Jorgensen,OR,UN,,,,,,,1/1/1986,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,61,1/1/1900 12:01:50 AM,128298121,,,Andrew,Abruzzo,MA,PWAC,,2018 Pro Series - Atlanta ,,   ,Atlanta,USA,3/2/2018,Prelim,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,63,1/1/1900 12:01:50 AM,41040958,,,Connor,Signorin,FL,PAA,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,64,1/1/1900 12:01:50 AM,,,Bruce,Bruce,Furniss,CA,ORCA,,,,,,,1/1/1975,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,65,1/1/1900 12:01:50 AM,41041526,,Jack,John,Wagner,CA,LIAC,,2009 Summer Junior Nats,,,Federal Way,,8/10/2009,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,65,1/1/1900 12:01:50 AM,132911112,,Dane,Dane,Florea,MV,CSC,,2018 NCSA Summer Swimming Champ,,   ,Indianapolis,,8/2/2018,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,67,1/1/1900 12:01:50 AM,67829705,,Jackson,Jackson,Miller,IN,WCAB,,2012 Jr Pan Pacific,,,Honolulu,,8/23/2012,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,67,1/1/1900 12:01:50 AM,143756479,,,Luke,Thornbrue,IN,HEAT,,2019 Time Trials - National Ch,,   ,Stanford,USA,8/4/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,69,1/1/1900 12:01:50 AM,49216756,,David,David,Nolan,PC,HAC,,2010 Summer Nationals,,,Irvine,,8/3/2010,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,69,1/1/1900 12:01:50 AM,110593151,,Sean,Sean,Grieshop,PC,NTRO,,2016 Jr Pan Pacific Champs,,,Kihei,,8/24/2016,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,71,1/1/1900 12:01:50 AM,143735200,,Michael,Michael,Petrides,PC,KSC,,2019 Time Trials - National Ch,,   ,Stanford,USA,8/2/2019,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,72,1/1/1900 12:01:50 AM,,,Paul,Paul,Robinson,US,UN,,,,,,,1/1/1986,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,72,1/1/1900 12:01:50 AM,32052890,,Rob,Robert,Andrews,PC,GLA,,2008 Olympic Trials,,,Omaha,,6/29/2008,Prelim,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,74,1/1/1900 12:01:50 AM,120564629,,Sam,Samuel,Pomajevich,ST,NCAP,,2017 PV LC Senior Championships,,   ,Manassas,,7/7/2017,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,75,1/1/1900 12:01:50 AM,36007658,,Matt,Matthew,Barber,AZ,UN,,2009 Jr Pan Pacific Champs,,   ,Guam,,1/8/2009,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,76,1/1/1900 12:01:50 AM,,,Rich,Richard,Saeger,CA,MVN,,,,,,,1/1/1982,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,77,1/1/1900 12:01:50 AM,58268082,,Matias,Matias,Koski,GA,DYNA,,2011 Summer Junior Nats,,   ,Palo Alto,,8/8/2011,Final,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,78,1/1/1900 12:01:50 AM,21405663,,,Cody,Weik,AD,TT,,2007 Jr Pan Pacific Swimming C,,   ,,,1/11/2007,,N,N,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,79,1/1/1900 12:01:50 AM,,,Patrick,Patrick,Mulcare,CA,THSC,,,,,Nanjing,,8/17/2014,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,80,1/1/1900 12:01:50 AM,12620403,,,Michael,Klueh,MI,TXLA,,2005 WUGS,,,Izmir,,8/12/2005,,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,81,1/1/1900 12:01:50 AM,,,,Ryan,Lochte,FL,DBS,,,,,Ft Lauderdale,,8/12/2002,Final,N,,N
All Time Top 100 Age Group Times,1,17-18,229,M,200,FR,LCM,82,1/1/1900 12:01:50 AM,121829598,,Aitor,Aitor,Fungairino,ST,MACM,,2017 World JR Champs ,,,"Indianapolis,IN",,8/24/2017,Prelim,N,,N
